0.0 0.00000 0.00000
0.02 0.00000 0.00000
0.04 0.00000 0.00000
0.06 0.00000 0.00000
0.08 0.00000 0.00000
0.1 0.00000 0.00000
0.12 0.00000 0.00000
0.14 0.00000 0.00000
0.16 0.00000 0.00000
0.18 0.00000 0.00000
0.2 0.00000 0.00000
0.22 0.00000 0.00000
0.24 0.00000 0.00000
0.26 0.00000 0.00000
0.28 0.00000 0.00000
0.3 0.00000 0.00000
0.32 0.00000 0.00000
0.34 0.00000 0.00000
0.36 0.00000 0.00000
0.38 0.00000 0.00000
0.4 0.00000 0.00000
0.42 0.00000 0.00000
0.44 0.00000 0.00000
0.46 0.00000 0.00000
0.48 0.00000 0.00000
0.5 0.00000 0.00000
0.52 0.00000 0.00000
0.54 0.00000 0.00000
0.56 0.00000 0.00000
0.58 0.00000 0.00000
0.6 0.00000 10.00000
0.62 0.00000 10.00000
0.64 0.00000 10.00000
0.66 0.00000 10.00000
0.68 0.00000 10.00000
0.7 0.00000 10.00000
0.72 0.00000 10.00000
0.74 0.00000 10.00000
0.76 0.00000 10.00000
0.78 0.00000 10.00000
0.8 0.00000 10.00000
0.82 0.00000 0.00000
0.84 0.00000 0.00000
0.86 0.00000 0.00000
0.88 0.00000 0.00000
0.9 0.00000 0.00000
0.92 0.00000 0.00000
0.94 0.00000 0.00000
0.96 0.00000 0.00000
0.98 0.00000 0.00000
1.0 0.00000 0.00000

0.0 0.08000 0.00000
0.02 0.08000 0.55856
0.04 0.08000 1.04424
0.06 0.08000 1.46126
0.08 0.08000 1.81486
0.1 0.08000 2.11124
0.12 0.08000 2.35735
0.14 0.08000 2.56075
0.16 0.08000 2.72939
0.18 0.08000 2.87141
0.2 0.08000 2.99487
0.22 0.08000 3.10757
0.24 0.08000 3.21676
0.26 0.08000 3.32900
0.28 0.08000 3.44991
0.3 0.08000 3.58405
0.32 0.08000 3.73478
0.34 0.08000 3.90415
0.36 0.08000 4.09289
0.38 0.08000 4.30039
0.4 0.08000 4.52472
0.42 0.08000 4.76276
0.44 0.08000 5.01027
0.46 0.08000 5.26210
0.48 0.08000 5.51234
0.5 0.08000 5.75456
0.52 0.08000 5.98200
0.54 0.08000 6.18786
0.56 0.08000 6.36549
0.58 0.08000 6.50864
0.6 0.08000 6.61168
0.62 0.08000 6.66976
0.64 0.08000 6.67901
0.66 0.08000 6.63662
0.68 0.08000 6.54094
0.7 0.08000 6.39154
0.72 0.08000 6.18917
0.74 0.08000 5.93572
0.76 0.08000 5.63415
0.78 0.08000 5.28834
0.8 0.08000 4.90292
0.82 0.08000 4.48307
0.84 0.08000 4.03433
0.86 0.08000 3.56236
0.88 0.08000 3.07268
0.9 0.08000 2.57046
0.92 0.08000 2.06027
0.94 0.08000 1.54589
0.96 0.08000 1.03014
0.98 0.08000 0.51470
1.0 0.08000 0.00000

0.0 0.16000 0.00000
0.02 0.16000 0.64411
0.04 0.16000 1.24042
0.06 0.16000 1.78918
0.08 0.16000 2.29178
0.1 0.16000 2.75058
0.12 0.16000 3.16881
0.14 0.16000 3.55042
0.16 0.16000 3.89989
0.18 0.16000 4.22206
0.2 0.16000 4.52189
0.22 0.16000 4.80431
0.24 0.16000 5.07401
0.26 0.16000 5.33526
0.28 0.16000 5.59172
0.3 0.16000 5.84635
0.32 0.16000 6.10125
0.34 0.16000 6.35762
0.36 0.16000 6.61567
0.38 0.16000 6.87463
0.4 0.16000 7.13280
0.42 0.16000 7.38755
0.44 0.16000 7.63546
0.46 0.16000 7.87241
0.48 0.16000 8.09373
0.5 0.16000 8.29438
0.52 0.16000 8.46911
0.54 0.16000 8.61263
0.56 0.16000 8.71984
0.58 0.16000 8.78594
0.6 0.16000 8.80666
0.62 0.16000 8.77838
0.64 0.16000 8.69825
0.66 0.16000 8.56428
0.68 0.16000 8.37544
0.7 0.16000 8.13165
0.72 0.16000 7.83380
0.74 0.16000 7.48372
0.76 0.16000 7.08409
0.78 0.16000 6.63837
0.8 0.16000 6.15064
0.82 0.16000 5.62548
0.84 0.16000 5.06782
0.86 0.16000 4.48271
0.88 0.16000 3.87522
0.9 0.16000 3.25019
0.92 0.16000 2.61215
0.94 0.16000 1.96510
0.96 0.16000 1.31242
0.98 0.16000 0.65676
1.0 0.16000 0.00000

0.0 0.24000 0.00000
0.02 0.24000 0.04716
0.04 0.24000 0.13719
0.06 0.24000 0.26558
0.08 0.24000 0.42746
0.1 0.24000 0.61761
0.12 0.24000 0.83060
0.14 0.24000 1.06081
0.16 0.24000 1.30254
0.18 0.24000 1.55011
0.2 0.24000 1.79798
0.22 0.24000 2.04084
0.24 0.24000 2.27374
0.26 0.24000 2.49216
0.28 0.24000 2.69210
0.3 0.24000 2.87021
0.32 0.24000 3.02375
0.34 0.24000 3.15073
0.36 0.24000 3.24987
0.38 0.24000 3.32060
0.4 0.24000 3.36309
0.42 0.24000 3.37815
0.44 0.24000 3.36718
0.46 0.24000 3.33212
0.48 0.24000 3.27534
0.5 0.24000 3.19953
0.52 0.24000 3.10760
0.54 0.24000 3.00257
0.56 0.24000 2.88744
0.58 0.24000 2.76509
0.6 0.24000 2.63818
0.62 0.24000 2.50907
0.64 0.24000 2.37974
0.66 0.24000 2.25170
0.68 0.24000 2.12604
0.7 0.24000 2.00332
0.72 0.24000 1.88363
0.74 0.24000 1.76662
0.76 0.24000 1.65154
0.78 0.24000 1.53729
0.8 0.24000 1.42255
0.82 0.24000 1.30584
0.84 0.24000 1.18565
0.86 0.24000 1.06056
0.88 0.24000 0.92935
0.9 0.24000 0.79113
0.92 0.24000 0.64544
