0.0 0.00000 0.00000
0.02 0.00000 0.00000
0.04 0.00000 0.00000
0.06 0.00000 0.00000
0.08 0.00000 0.00000
0.1 0.00000 0.00000
0.12 0.00000 0.00000
0.14 0.00000 0.00000
0.16 0.00000 0.00000
0.18 0.00000 0.00000
0.2 0.00000 0.00000
0.22 0.00000 0.00000
0.24 0.00000 0.00000
0.26 0.00000 0.00000
0.28 0.00000 0.00000
0.3 0.00000 0.00000
0.32 0.00000 0.00000
0.34 0.00000 0.00000
0.36 0.00000 0.00000
0.38 0.00000 0.00000
0.4 0.00000 0.00000
0.42 0.00000 0.00000
0.44 0.00000 0.00000
0.46 0.00000 0.00000
0.48 0.00000 0.00000
0.5 0.00000 0.00000
0.52 0.00000 0.00000
0.54 0.00000 0.00000
0.56 0.00000 0.00000
0.58 0.00000 0.00000
0.6 0.00000 10.00000
0.62 0.00000 10.00000
0.64 0.00000 10.00000
0.66 0.00000 10.00000
0.68 0.00000 10.00000
0.7 0.00000 10.00000
0.72 0.00000 10.00000
0.74 0.00000 10.00000
0.76 0.00000 10.00000
0.78 0.00000 10.00000
0.8 0.00000 10.00000
0.82 0.00000 0.00000
0.84 0.00000 0.00000
0.86 0.00000 0.00000
0.88 0.00000 0.00000
0.9 0.00000 0.00000
0.92 0.00000 0.00000
0.94 0.00000 0.00000
0.96 0.00000 0.00000
0.98 0.00000 0.00000
1.0 0.00000 0.00000

0.0 0.16000 14.12807
0.02 0.16000 14.11527
0.04 0.16000 14.07738
0.06 0.16000 14.01583
0.08 0.16000 13.93298
0.1 0.16000 13.83199
0.12 0.16000 13.71676
0.14 0.16000 13.59173
0.16 0.16000 13.46176
0.18 0.16000 13.33196
0.2 0.16000 13.20747
0.22 0.16000 13.09332
0.24 0.16000 12.99422
0.26 0.16000 12.91439
0.28 0.16000 12.85743
0.3 0.16000 12.82616
0.32 0.16000 12.82256
0.34 0.16000 12.84764
0.36 0.16000 12.90144
0.38 0.16000 12.98301
0.4 0.16000 13.09045
0.42 0.16000 13.22096
0.44 0.16000 13.37095
0.46 0.16000 13.53616
0.48 0.16000 13.71177
0.5 0.16000 13.89263
0.52 0.16000 14.07340
0.54 0.16000 14.24874
0.56 0.16000 14.41348
0.58 0.16000 14.56285
0.6 0.16000 14.69257
0.62 0.16000 14.79908
0.64 0.16000 14.87957
0.66 0.16000 14.93218
0.68 0.16000 14.95596
0.7 0.16000 14.95099
0.72 0.16000 14.91830
0.74 0.16000 14.85988
0.76 0.16000 14.77857
0.78 0.16000 14.67800
0.8 0.16000 14.56243
0.82 0.16000 14.43657
0.84 0.16000 14.30547
0.86 0.16000 14.17432
0.88 0.16000 14.04821
0.9 0.16000 13.93204
0.92 0.16000 13.83026
0.94 0.16000 13.74678
0.96 0.16000 13.68478
0.98 0.16000 13.64661
1.0 0.16000 13.63372

0.0 0.32000 4.81250
0.02 0.32000 4.83191
0.04 0.32000 4.88947
0.06 0.32000 4.98315
0.08 0.32000 5.10967
0.1 0.32000 5.26460
0.12 0.32000 5.44253
0.14 0.32000 5.63722
0.16 0.32000 5.84188
0.18 0.32000 6.04936
0.2 0.32000 6.25243
0.22 0.32000 6.44403
0.24 0.32000 6.61751
0.26 0.32000 6.76689
0.28 0.32000 6.88705
0.3 0.32000 6.97389
0.32 0.32000 7.02454
0.34 0.32000 7.03739
0.36 0.32000 7.01219
0.38 0.32000 6.95005
0.4 0.32000 6.85337
0.42 0.32000 6.72582
0.44 0.32000 6.57212
0.46 0.32000 6.39797
0.48 0.32000 6.20976
0.5 0.32000 6.01439
0.52 0.32000 5.81901
0.54 0.32000 5.63080
0.56 0.32000 5.45664
0.58 0.32000 5.30295
0.6 0.32000 5.17539
0.62 0.32000 5.07871
0.64 0.32000 5.01656
0.66 0.32000 4.99136
0.68 0.32000 5.00420
0.7 0.32000 5.05484
0.72 0.32000 5.14168
0.74 0.32000 5.26183
0.76 0.32000 5.41120
0.78 0.32000 5.58468
0.8 0.32000 5.77627
0.82 0.32000 5.97933
0.84 0.32000 6.18680
0.86 0.32000 6.39145
0.88 0.32000 6.58614
0.9 0.32000 6.76406
0.92 0.32000 6.91900
0.94 0.32000 7.04552
0.96 0.32000 7.13919
0.98 0.32000 7.19675
1.0 0.32000 7.21616

0.0 0.48000 7.90597
0.02 0.48000 7.88889
0.04 0.48000 7.83827
0.06 0.48000 7.75590
0.08 0.48000 7.64471
0.1 0.48000 7.50865
0.12 0.48000 7.35256
0.14 0.48000 7.18197
0.16 0.48000 7.00296
0.18 0.48000 6.82189
0.2 0.48000 6.64520
0.22 0.48000 6.47918
0.24 0.48000 6.32975
0.26 0.48000 6.20223
0.28 0.48000 6.10117
0.3 0.48000 6.03020
0.32 0.48000 5.99187
0.34 0.48000 5.98758
0.36 0.48000 6.01754
0.38 0.48000 6.08071
0.4 0.48000 6.17492
0.42 0.48000 6.29688
0.44 0.48000 6.44232
0.46 0.48000 6.60612
0.48 0.48000 6.78256
0.5 0.48000 6.96541
0.52 0.48000 7.14827
0.54 0.48000 7.32470
0.56 0.48000 7.48851
0.58 0.48000 7.63395
0.6 0.48000 7.75590
0.62 0.48000 7.85012
0.64 0.48000 7.91329
0.66 0.48000 7.94324
0.68 0.48000 7.93896
0.7 0.48000 7.90063
0.72 0.48000 7.82966
0.74 0.48000 7.72860
0.76 0.48000 7.60108
0.78 0.48000 7.45164
0.8 0.48000 7.28563
0.82 0.48000 7.10894
0.84 0.48000 6.92787
0.86 0.48000 6.74886
0.88 0.48000 6.57827
0.9 0.48000 6.42217
0.92 0.48000 6.28611
