# columns=time, rows=iteration
4.5826e+01 2.7772e+00 2.9914e-01 3.3518e-02 3.7668e-03 4.2340e-04 4.7593e-05 5.3497e-06 6.0134e-07 6.7593e-08
0.0000e+00 4.1078e+01 4.3268e+01 4.3255e+01 4.3225e+01 4.3218e+01 4.3217e+01 4.3216e+01 4.3216e+01 4.3216e+01
0.0000e+00 0.0000e+00 4.5767e+00 5.3426e+00 5.4276e+00 5.4337e+00 5.4337e+00 5.4335e+00 5.4335e+00 5.4335e+00
0.0000e+00 0.0000e+00 0.0000e+00 5.1184e-01 6.5511e-01 6.8073e-01 6.8430e-01 6.8469e-01 6.8472e-01 6.8472e-01
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.7258e-02 7.9722e-02 8.5113e-02 8.6118e-02 8.6275e-02 8.6296e-02
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.4054e-03 9.6385e-03 1.0605e-02 1.0826e-02 1.0868e-02
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.1657e-04 1.1588e-03 1.3166e-03 1.3591e-03
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.0162e-05 1.3864e-04 1.6288e-04
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.9677e-06 1.6518e-05
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0032e-06
