# columns=k, rows=iterations
2.6039e+02 5.2198e+02 5.2530e+02 5.2846e+02
5.1935e+02 7.8039e+02 7.8525e+02 7.8883e+02
7.7893e+02 1.0408e+03 1.0462e+03 1.0490e+03
1.0379e+03 1.3009e+03 1.3069e+03 1.3095e+03
1.2981e+03 1.5605e+03 1.5674e+03 1.5699e+03
1.5588e+03 1.8186e+03 1.8263e+03 1.8301e+03
1.8183e+03 2.0787e+03 2.0852e+03 2.0902e+03
2.0787e+03 2.3386e+03 2.3440e+03 2.3518e+03
2.3395e+03 2.5977e+03 2.6030e+03 2.6101e+03
2.5991e+03 2.8554e+03 2.8630e+03 2.8712e+03
2.8593e+03 3.1146e+03 3.1230e+03 3.1319e+03
3.1187e+03 3.3728e+03 3.3825e+03 3.3917e+03
3.3785e+03 3.6330e+03 3.6427e+03 3.6528e+03
3.6384e+03 3.8934e+03 3.9011e+03 3.9132e+03
3.8956e+03 4.1539e+03 4.1583e+03 4.1738e+03
4.1550e+03 4.4144e+03 4.4167e+03 4.4341e+03
4.4141e+03 4.6723e+03 4.6742e+03 4.6941e+03
4.6733e+03 4.9328e+03 4.9328e+03 4.9534e+03
4.9333e+03 5.1911e+03 5.1919e+03 5.2121e+03
5.1918e+03 5.4507e+03 5.4509e+03 5.4713e+03
5.4523e+03 5.7106e+03 5.7088e+03 5.7299e+03
5.7117e+03 5.9694e+03 5.9691e+03 5.9862e+03
5.9702e+03 6.2288e+03 6.2283e+03 6.2442e+03
6.2303e+03 6.4879e+03 6.4869e+03 6.5034e+03
6.4902e+03 6.7460e+03 6.7463e+03 6.7614e+03
6.7490e+03 7.0048e+03 7.0056e+03 7.0201e+03
