# columns=rank, rows=iteration
1.8135e+02 5.8720e+01 2.9659e+01 1.6790e+01 6.7574e+00 4.2832e+00 2.7431e+00 1.7749e+00 7.3593e-01 7.0870e-01 4.0596e-01 2.4865e-01 1.7966e-01 1.5734e-01 7.8021e-02 5.4982e-02 4.5457e-02 4.2759e-02 2.6534e-02 2.0970e-02
4.3435e+01 1.2606e+00 2.6487e-01 5.5502e-02 2.2205e-02 6.3572e-03 3.4902e-03 1.7750e-03 7.3336e-04 6.6178e-04 1.7629e-04 8.5475e-05 5.2914e-05 3.3398e-05 5.4167e-06 3.7557e-06 2.7946e-06 2.5852e-06 8.5900e-07 5.8987e-07
9.7317e+00 2.4948e-02 8.0824e-03 4.4031e-04 8.7499e-05 1.1391e-05 1.8126e-06 9.5021e-07 1.3391e-07 1.0485e-07 1.8609e-08 7.3182e-09 2.9932e-09 8.2466e-10 1.7307e-10 6.9914e-11 5.4131e-11 4.3135e-11 6.3024e-12 4.4213e-12
1.5410e+00 6.0747e-04 1.8472e-04 1.0784e-06 1.2567e-07 1.1307e-08 8.2397e-10 9.6306e-11 2.1341e-11 1.8458e-11 2.7301e-13 6.1715e-14 1.1955e-14 5.1323e-15 5.8541e-16 4.5032e-17 2.8753e-17 1.8274e-17 6.8096e-18 5.0902e-18
2.1920e-01 1.3869e-05 1.4267e-06 1.5287e-09 4.9406e-11 7.1585e-12 9.1505e-14 3.2540e-15 6.3030e-16 2.9028e-16 8.1371e-17 4.5426e-17 2.7159e-17 1.5156e-17 8.6293e-18 6.6030e-18 4.9110e-18 3.4237e-18 6.6940e-18 1.7033e-18
4.2926e-02 5.7141e-07 4.5142e-09 1.3657e-11 9.3743e-14 3.4039e-15 4.1389e-16 2.5741e-16 8.4595e-17 6.5559e-17 2.8435e-17 1.1501e-17 1.4808e-17 1.9906e-17 4.4465e-18 5.0627e-18 2.5764e-18 1.6338e-18 3.3548e-18 8.0320e-19
8.0889e-03 1.5969e-08 6.9290e-11 7.3931e-14 1.1055e-15 3.8188e-16 1.7778e-16 1.2312e-16 4.1149e-17 1.4304e-17 3.6717e-18 1.5186e-18 6.7625e-18 9.9619e-18 2.2331e-20 2.0182e-18 3.1595e-19 3.9851e-20 9.6191e-19 0.0000e+00
1.5089e-03 3.0286e-10 2.3933e-13 2.0691e-15 2.6454e-16 1.6180e-16 9.9791e-17 2.0823e-18 3.7679e-19 1.3961e-18 0.0000e+00 0.0000e+00 0.0000e+00 2.9592e-18 0.0000e+00 0.0000e+00 9.3821e-20 0.0000e+00 3.9753e-20 0.0000e+00
2.1443e-04 8.3161e-12 4.3647e-15 2.1638e-16 6.8414e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.2786e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2812e-06 1.2811e-13 1.7042e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
