# columns=rank, rows=iteration
-5.2802e-03 -7.0335e-04 -4.7965e-04 -4.9299e-04 -1.2466e-03 -7.0378e-05
-5.3834e-03 -1.2320e-03 -1.1133e-03 -7.2011e-04 -4.0743e-04 -1.5755e-04
-5.3857e-03 -1.6713e-03 -1.5247e-03 -5.6288e-04 -4.0740e-04 -3.1951e-04
-5.3872e-03 -1.6730e-03 -1.5746e-03 -4.6525e-04 -9.3114e-04 -2.6531e+01
-5.3878e-03 -2.2936e-03 -5.1818e-04 -2.5478e-04 -2.3688e-02 -1.1680e+01
-5.3878e-03 -1.4237e-03 -1.6369e-03 -4.5989e-04 -1.1700e+00 -2.4977e+01
-5.3878e-03 -1.9432e-03 -1.5185e-03 -5.7106e-02 -3.7114e-01 -6.1334e+01
-3.2579e-03 -1.0047e-03 -4.7192e-04 -9.7612e-02 -2.8592e-01 -3.1633e+01
-7.6417e-04 -1.8129e-03 -1.4928e-03 -3.6162e-01 -1.8639e+00 -2.9803e+01
-2.4204e-18 -6.8439e-17 -9.7915e-08 -6.0628e-03 -inf -2.4226e+00
