1.7775e-02 5.8834e+01 a
2.3980e-02 2.9188e-01 a
3.0707e-02 5.2183e-02 a
3.7535e-02 1.0116e-02 a
4.4300e-02 2.0427e-03 a
5.1112e-02 3.2805e-04 a
5.7824e-02 4.1317e-05 a
6.4598e-02 6.2266e-06 a
7.1299e-02 5.9943e-07 a
7.7958e-02 5.0943e-15 a
2.4932e-02 1.2774e+02 b
3.7027e-02 5.3927e-01 b
4.9721e-02 1.1406e-01 b
6.2478e-02 2.7071e-02 b
7.4832e-02 6.5719e-03 b
8.7528e-02 1.6563e-03 b
1.0044e-01 3.9982e-04 b
1.1305e-01 5.8964e-05 b
1.5848e-01 3.8184e-06 b
1.7250e-01 3.4422e-14 b
3.9883e-02 3.0162e+00 c
9.6954e-02 5.0525e-01 c
1.1982e-01 9.0271e-02 c
1.4228e-01 1.6153e-02 c
1.6657e-01 2.9875e-03 c
1.9100e-01 6.3908e-04 c
2.1551e-01 1.3306e-04 c
2.3992e-01 2.7154e-05 c
2.6472e-01 2.9628e-06 c
2.8913e-01 1.0000e-15 c
7.0370e-02 1.9665e+00 d
1.1880e-01 1.9743e-01 d
1.6726e-01 2.2059e-02 d
2.1546e-01 2.4679e-03 d
2.6350e-01 2.7608e-04 d
3.1243e-01 3.0885e-05 d
3.6390e-01 3.4551e-06 d
4.1281e-01 3.8652e-07 d
4.6092e-01 4.3240e-08 d
5.0960e-01 1.0000e-15 d
