# columns=rank, rows=iteration
2.7411e+01 8.9820e-01 4.1689e-02 3.0004e-03
1.2981e-01 5.1925e-06 1.2307e-07 8.7342e-09
1.1865e-03 7.5240e-11 1.2603e-12 8.9092e-14
1.3465e-05 1.5551e-14 2.1963e-17 1.5200e-18
1.4222e-07 3.7746e-17 1.5251e-18 1.2444e-19
1.2846e-09 8.5995e-18 3.4037e-20 2.4295e-21
9.2625e-12 0.0000e+00 0.0000e+00 0.0000e+00
4.7709e-14 0.0000e+00 0.0000e+00 0.0000e+00
2.3805e-16 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
