8.3238e-03 1.4882e+02 a
1.4348e-02 1.4880e+02 a
2.0384e-02 1.4880e+02 a
2.6473e-02 1.4880e+02 a
3.2548e-02 1.4880e+02 a
3.8607e-02 1.4880e+02 a
4.4631e-02 1.4880e+02 a
5.0684e-02 1.4880e+02 a
5.6854e-02 8.9978e+01 a
6.2894e-02 1.0000e-15 a
1.5982e-02 1.4882e+02 b
2.7921e-02 1.4880e+02 b
3.9914e-02 1.4880e+02 b
5.1908e-02 1.4880e+02 b
6.3979e-02 1.4880e+02 b
7.5850e-02 1.4880e+02 b
8.7699e-02 1.4880e+02 b
9.9931e-02 1.4880e+02 b
1.1191e-01 1.4880e+02 b
1.2399e-01 1.0000e-15 b
3.1327e-02 2.1120e+01 c
5.5544e-02 2.1105e+01 c
7.9322e-02 2.1105e+01 c
1.0316e-01 2.1105e+01 c
1.2714e-01 2.1105e+01 c
1.5090e-01 2.1105e+01 c
1.7463e-01 2.1105e+01 c
1.9854e-01 2.1105e+01 c
2.2217e-01 2.1105e+01 c
2.4595e-01 1.0000e-15 c
6.1443e-02 2.1117e+01 d
1.0921e-01 2.1105e+01 d
1.5628e-01 2.1105e+01 d
2.0358e-01 2.1105e+01 d
2.5102e-01 2.1105e+01 d
2.9817e-01 2.1105e+01 d
3.4545e-01 2.1105e+01 d
3.9317e-01 2.1105e+01 d
4.4039e-01 2.1105e+01 d
4.8805e-01 1.0000e-15 d
