# columns=k, rows=iterations
7.0295e+01 1.4906e+02 1.4903e+02 1.4904e+02 1.4904e+02 1.4904e+02
6.8933e+01 1.3629e+01 1.7113e+00 2.6292e-01 1.2107e-02 4.9532e-04
6.8900e+01 7.0376e+00 6.7272e-02 1.2334e-03 2.2326e-06 5.8380e-09
6.8880e+01 2.8832e+00 3.2875e-03 7.3020e-06 3.5998e-10 1.4331e-13
6.8873e+01 1.8485e+00 1.9860e-04 4.4982e-08 8.2309e-14 8.4484e-14
6.8873e+01 8.4191e-01 1.1548e-05 4.4407e-11 9.1861e-14 5.2380e-14
6.8873e+01 3.8679e-01 6.5667e-07 2.5179e-13 6.2760e-14 6.6406e-14
6.8873e+01 2.3953e-01 3.2094e-08 3.8315e-14 7.4570e-14 5.9375e-14
6.8873e+01 9.9382e-02 2.2443e-09 4.3530e-14 4.3221e-14 1.8778e-14
2.1105e+01 5.1734e-02 1.3819e-10 3.5204e-14 1.1305e-14 1.1614e-14
