# columns=rank, rows=iteration
5.9376e-01 4.2404e-01 1.5254e-01 1.2367e-01 2.7514e-01 3.7055e-01 5.1739e-01 2.4865e-01 3.3205e-01 3.2765e-01 5.7224e-01 1.0901e+00 5.3769e-01 4.8703e-01 9.6455e-01 8.8186e-01 2.1402e-01 2.9161e-01 3.8987e-01 3.9837e-01
5.6062e-01 1.3225e-01 4.9659e-01 1.5367e-01 3.4376e-01 3.1377e-01 4.2806e-01 1.6546e-01 7.9116e-02 5.6333e-02 5.6994e-02 1.0249e-01 6.3041e-02 2.4709e-02 5.5937e-02 4.3700e-02 7.8935e-02 7.8378e-02 1.0670e-01 9.4327e-02
3.8521e-01 3.4477e-01 1.8927e-01 4.9977e-02 8.8599e-02 9.7847e-02 9.1545e-03 1.5956e-03 2.8297e-02 4.5401e-02 2.8222e-02 2.9672e-02 2.6302e-02 2.4519e-02 1.9199e-02 1.6391e-02 3.0377e-03 2.8735e-03 4.1581e-03 5.8175e-03
3.2892e-01 3.8820e-01 1.3425e-01 8.5683e-02 1.7005e-01 2.5710e-02 3.4533e-02 2.3938e-02 1.1551e-02 6.6057e-03 2.0255e-02 1.0284e-01 3.0739e-01 4.3925e+00 1.9566e+01 3.7687e+01 6.6935e+02 3.3297e+03 4.6533e+03 8.9480e+03
5.2466e-01 1.1555e-01 3.0169e-01 5.0116e-02 2.3364e-01 4.5700e-02 3.6596e-01 3.7755e+00 5.1192e+01 7.4145e+01 5.2731e+02 8.5091e+02 7.6184e+02 1.5882e+03 7.5132e+03 4.8585e+03 4.2060e+03 2.1079e+03 9.6715e+02 1.5993e+04
4.7398e-01 2.3232e-01 3.3755e-01 9.1548e-02 1.7817e-01 3.5588e+00 3.4771e+01 1.2484e+02 1.0436e+02 4.1491e+02 2.2405e+02 7.1436e+02 6.2806e+01 1.3290e+02 1.0829e+03 1.4226e+03 1.1629e+04 1.2672e+03 1.1254e+04 1.6026e+03
4.9829e-01 1.5041e-01 3.8915e-01 1.6217e-01 1.0075e+00 3.8212e+01 1.2082e+02 3.0556e+01 3.6204e+01 2.0750e+01 7.0696e+01 2.8297e+02 1.4460e+03 2.2249e+03 5.3267e+02 1.8351e+03 6.8245e+03 4.8611e+03 inf 1.7185e+04
3.5459e-01 1.0820e-01 1.1945e-01 8.9255e+00 2.8670e+01 1.5984e+01 1.5042e+02 1.5737e+01 5.2757e+02 5.4522e+02 inf 9.5484e+02 inf inf inf inf inf inf inf inf
4.8843e-02 5.8717e-02 2.4581e-01 4.2927e+00 8.3724e+00 inf 1.4953e+01 inf inf inf inf inf inf inf inf inf inf inf inf inf
2.7748e-10 2.7420e-03 3.7345e-01 1.6328e+00 4.9361e+00 inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
