# columns=rank, rows=iteration
2.8432e-01 6.5931e-02 4.1190e-02 4.2289e-02 1.0690e-01 6.0352e-03
3.0854e-01 1.1002e-01 1.0390e-01 6.5129e-02 6.5029e-02 2.0995e-02
3.6369e-01 1.9943e-01 1.9337e-01 6.4341e-02 6.3823e-02 5.1842e-02
4.2715e-01 2.5938e-01 2.4429e-01 6.4613e-02 1.2128e-01 2.1807e+03
5.3435e-01 3.4318e-01 1.4824e-01 5.7750e-02 5.9439e+00 2.0374e+03
6.7982e-01 2.6562e-01 3.1361e-01 1.0076e-01 1.8570e+02 3.8182e+03
9.9561e-01 4.1951e-01 3.8532e-01 1.8574e+01 1.8065e+02 1.1075e+04
9.9691e-01 4.3155e-01 4.4766e-01 2.1929e+01 1.1425e+02 1.2419e+04
9.9751e-01 7.2517e-01 5.9711e-01 1.8895e+02 inf 4.5876e+04
inf inf inf inf inf inf
