# columns=rank, rows=iteration
1.6050e+02 5.7861e+01 2.8689e+01 1.5860e+01 6.4279e+00 4.1018e+00 2.6182e+00 1.7107e+00 8.1658e-01 6.8410e-01 3.9707e-01 2.4714e-01 1.8989e-01 1.7090e-01 8.1270e-02 5.8673e-02 4.7396e-02 4.3499e-02 2.8252e-02 2.1989e-02
3.4910e+01 2.9327e+00 3.2064e-01 9.1390e-02 2.9186e-02 1.0679e-02 6.5070e-03 1.8110e-03 6.4455e-04 5.2038e-04 2.9533e-04 1.7702e-04 6.5903e-05 5.0673e-05 2.0567e-05 9.7620e-06 2.8422e-06 2.5000e-06 1.4680e-06 1.1247e-06
7.1331e+00 4.7980e-02 1.0871e-02 9.9502e-04 2.3864e-04 5.0703e-05 2.5555e-05 2.9946e-06 2.3860e-07 1.3709e-07 4.5953e-08 2.4220e-08 5.2836e-09 1.2941e-09 5.1071e-10 1.9977e-10 8.2697e-11 4.0275e-11 2.3106e-11 1.5143e-11
1.2606e+00 2.9655e-03 1.5382e-04 3.7203e-06 6.0079e-07 5.6822e-08 1.9153e-09 5.2836e-11 2.2550e-11 1.9523e-11 2.5350e-12 7.5020e-13 1.3922e-13 2.2983e-14 2.9938e-15 1.0119e-15 7.0364e-17 1.9948e-17 9.1452e-18 6.2282e-18
1.4291e-01 1.2854e-04 1.3961e-06 1.5326e-08 2.0355e-09 3.3691e-12 4.5355e-13 9.5665e-15 8.2880e-16 3.2659e-16 1.0404e-16 4.3658e-17 2.4866e-17 2.1824e-17 1.0551e-17 5.6532e-18 3.6631e-18 3.8673e-18 1.5025e-18 2.1948e-18
3.1501e-02 1.2866e-06 2.6227e-08 3.9140e-11 7.9781e-12 1.0338e-14 1.2980e-15 2.1393e-16 7.4973e-17 6.3817e-17 4.1538e-17 2.2729e-17 3.6402e-18 3.2778e-18 5.2768e-18 3.0382e-18 1.2663e-18 6.2751e-19 1.1074e-19 4.3568e-19
5.9793e-03 8.4853e-08 7.3001e-10 2.7033e-13 3.9289e-14 3.7052e-16 2.6551e-16 1.1230e-16 9.3777e-18 1.2169e-17 6.8107e-18 3.6313e-18 5.5982e-19 4.4292e-19 0.0000e+00 4.9823e-19 1.2089e-19 2.7392e-19 0.0000e+00 6.3474e-20
1.1157e-03 1.6446e-09 1.9923e-11 2.9419e-15 8.0397e-16 6.6338e-17 5.5188e-17 5.6921e-18 1.6769e-18 0.0000e+00 0.0000e+00 1.1269e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1621e-05 1.6221e-11 1.5196e-13 7.6245e-16 9.0180e-17 0.0000e+00 2.0006e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
