# columns=k, rows=iterations
2.1775e-02 4.5450e-02 4.5415e-02 4.6243e-02 4.7122e-02 4.8125e-02
4.4097e-02 6.7571e-02 6.7450e-02 6.8133e-02 6.9387e-02 7.0052e-02
6.5958e-02 8.9555e-02 8.9596e-02 8.9967e-02 9.1333e-02 9.2280e-02
8.7903e-02 1.1156e-01 1.1161e-01 1.1185e-01 1.1364e-01 1.1438e-01
1.0982e-01 1.3351e-01 1.3360e-01 1.3425e-01 1.3561e-01 1.3626e-01
1.3183e-01 1.5557e-01 1.5589e-01 1.5606e-01 1.5770e-01 1.5824e-01
1.5381e-01 1.7788e-01 1.7786e-01 1.7795e-01 1.7961e-01 1.8018e-01
1.7608e-01 1.9994e-01 1.9988e-01 1.9984e-01 2.0152e-01 2.0226e-01
1.9799e-01 2.2193e-01 2.2178e-01 2.2181e-01 2.2339e-01 2.2447e-01
2.2002e-01 2.4401e-01 2.4367e-01 2.4359e-01 2.4560e-01 2.4641e-01
2.4184e-01 2.6591e-01 2.6591e-01 2.6581e-01 2.6751e-01 2.6830e-01
