4.6863e-02 1.4884e+02 a
6.8929e-02 1.4881e+02 a
9.0867e-02 1.4880e+02 a
1.1315e-01 1.4880e+02 a
1.3518e-01 1.4880e+02 a
1.5748e-01 1.4880e+02 a
1.7939e-01 1.4880e+02 a
2.0129e-01 8.9978e+01 a
2.2353e-01 2.1105e+01 a
2.4550e-01 2.0484e-14 a
8.1574e-01 1.3032e+01 b
8.3756e-01 6.2734e+00 b
8.5988e-01 2.7635e+00 b
8.8186e-01 1.7314e+00 b
9.0393e-01 7.3937e-01 b
9.2592e-01 3.7033e-01 b
9.4788e-01 2.2339e-01 b
9.6978e-01 8.7049e-02 b
9.9241e-01 4.9376e-02 b
1.0143e+00 1.0000e-15 b
8.2978e-01 1.2716e+00 c
8.5172e-01 5.1088e-02 c
8.7363e-01 2.6445e-03 c
8.9560e-01 1.9999e-04 c
9.1767e-01 1.0960e-05 c
9.3959e-01 7.6301e-07 c
9.6180e-01 3.0860e-08 c
9.8372e-01 1.8504e-09 c
1.0058e+00 9.3776e-11 c
1.0277e+00 1.0000e-15 c
8.5453e-01 1.6333e-01 d
8.7646e-01 3.4629e-04 d
8.9847e-01 1.9311e-06 d
9.2084e-01 8.1477e-09 d
9.4279e-01 3.1891e-11 d
9.6475e-01 1.6403e-13 d
9.8673e-01 1.0998e-13 d
1.0088e+00 5.1023e-14 d
1.0306e+00 5.1023e-14 d
1.0528e+00 1.0000e-15 d
8.6330e-01 6.1910e-03 e
8.8537e-01 1.1566e-06 e
9.0733e-01 1.6097e-10 e
9.2933e-01 2.1373e-13 e
9.5131e-01 1.3698e-13 e
9.7338e-01 4.7897e-14 e
9.9561e-01 4.9712e-14 e
1.0176e+00 4.9428e-14 e
1.0396e+00 5.1023e-14 e
1.0616e+00 1.0000e-15 e
8.8215e-01 2.0566e-04 f
9.0412e-01 1.5647e-09 f
9.2648e-01 2.1541e-13 f
9.4836e-01 1.0998e-13 f
9.7035e-01 6.4029e-14 f
9.9234e-01 5.0212e-14 f
1.0144e+00 3.5596e-14 f
1.0365e+00 4.7492e-14 f
1.0588e+00 4.7492e-14 f
1.0808e+00 1.0000e-15 f
