# columns=rank, rows=iteration
6.6246e-01 4.5056e-01 1.6163e-01 1.3103e-01 2.9149e-01 3.9270e-01 5.4831e-01 2.6349e-01 3.5186e-01 3.4719e-01 6.0638e-01 1.1551e+00 5.6977e-01 5.1609e-01 1.0221e+00 9.3449e-01 2.2679e-01 3.0901e-01 4.1314e-01 4.2215e-01
6.8045e-01 1.5491e-01 5.6526e-01 1.9436e-01 4.2621e-01 4.1849e-01 5.7777e-01 2.3029e-01 1.0520e-01 7.5528e-02 7.7206e-02 1.3906e-01 8.3221e-02 3.0356e-02 6.8973e-02 5.9074e-02 9.6818e-02 9.8694e-02 1.3372e-01 1.1814e-01
5.0361e-01 4.9774e-01 2.5296e-01 6.8813e-02 1.2271e-01 1.3626e-01 1.2754e-02 2.2223e-03 3.9346e-02 6.3069e-02 3.9309e-02 4.1369e-02 3.6673e-02 3.4172e-02 2.6760e-02 2.2851e-02 4.2342e-03 4.0057e-03 5.7971e-03 8.1115e-03
3.9250e-01 4.4083e-01 1.6918e-01 9.3159e-02 2.2587e-01 3.5602e-02 4.6822e-02 3.0809e-02 1.4998e-02 8.9115e-03 2.7284e-02 1.3872e-01 3.8983e-01 5.8171e+00 2.4593e+01 5.0037e+01 8.1284e+02 3.4486e+03 5.0236e+03 9.3990e+03
7.9364e-01 1.5582e-01 3.9026e-01 6.6757e-02 3.0291e-01 3.9811e-01 5.0414e-01 4.9051e+00 7.9544e+01 1.5898e+02 5.8593e+02 1.0304e+03 1.1611e+03 2.3731e+03 8.0688e+03 6.9839e+03 4.6170e+03 2.3276e+03 1.2286e+03 1.8696e+04
6.1900e-01 6.4703e-01 4.4975e-01 1.2567e-01 2.4714e-01 4.9066e+00 4.6195e+01 1.5879e+02 1.2042e+02 6.3439e+02 2.8031e+02 8.7412e+02 3.1012e+02 4.1927e+02 1.4620e+03 2.0143e+03 1.6218e+04 3.3940e+03 1.5694e+04 3.2470e+03
6.4659e-01 1.9191e-01 4.9877e-01 2.2281e-01 1.3818e+00 4.2029e+01 1.3151e+02 4.2613e+01 1.3157e+02 8.5838e+01 1.5669e+02 3.7301e+02 2.0166e+03 3.1028e+03 inf 2.5256e+03 9.5175e+03 6.7792e+03 inf 2.2287e+04
4.6000e-01 1.4922e-01 1.5335e-01 1.1107e+01 3.5692e+01 2.2290e+01 2.8206e+02 1.8530e+02 7.3574e+02 inf inf 1.2020e+03 inf inf inf inf inf inf inf inf
4.6303e-01 1.6055e-01 3.4272e-01 5.9856e+00 6.0472e+01 inf 7.4350e+01 inf inf inf inf inf inf inf inf inf inf inf inf inf
inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
