# columns=k, rows=iterations
9.0643e+01 6.6401e+00 3.3206e+00 1.5483e+00 1.0918e+00 9.6620e-01 4.3077e-01 2.2727e-01 2.3095e-01 2.2786e-01 2.1105e-01 9.6380e-02 6.5382e-02 4.8630e-02 4.3524e-02 9.3399e-03 7.2063e-03 6.7138e-03 6.5583e-03 4.8438e-03
2.0498e+01 1.4923e-01 7.6167e-02 1.3557e-02 3.0511e-03 2.3502e-03 3.9902e-04 1.0056e-04 3.8345e-05 2.6396e-05 1.9193e-05 5.5655e-06 3.8628e-06 1.0583e-06 4.6619e-07 2.4285e-07 1.3969e-07 1.2213e-07 9.7943e-08 2.1442e-08
3.1557e+00 2.8336e-03 2.0711e-03 2.7431e-05 4.8920e-06 4.8383e-06 5.0386e-08 1.0221e-08 9.9322e-09 5.2467e-09 1.0087e-09 9.3750e-11 3.9757e-11 8.9003e-12 7.8905e-12 1.2084e-13 1.3387e-13 1.3203e-13 7.3654e-14 6.7299e-14
4.2668e-01 8.6616e-05 1.7136e-05 1.1004e-07 2.3766e-09 1.3873e-09 1.0187e-11 4.4138e-13 2.6503e-13 9.1405e-14 8.3681e-14 5.1828e-14 7.3180e-14 6.6170e-14 5.6378e-14 4.2872e-14 7.1312e-14 3.7685e-14 4.9709e-14 4.0543e-14
9.6812e-02 2.8881e-06 5.1726e-08 6.5305e-10 1.4060e-12 7.7093e-13 5.5309e-14 5.6869e-14 6.3308e-14 3.5906e-14 2.5076e-14 2.5068e-14 3.7685e-14 4.6330e-14 3.5963e-14 9.4414e-15 3.1093e-14 4.5231e-15 2.2079e-14 1.3724e-14
1.7127e-02 1.0013e-07 8.1081e-10 2.6277e-12 4.3584e-14 4.3638e-14 3.7023e-14 3.0930e-14 3.2418e-14 3.5731e-14 1.6549e-14 4.5231e-15 1.0000e-15 4.5231e-15 1.0000e-15 1.0000e-15 5.4329e-15 1.0000e-15 1.0000e-15 1.0000e-15
3.3929e-03 2.2114e-09 5.0190e-12 5.5584e-14 4.5241e-15 8.6597e-15 4.5231e-15 4.9709e-14 1.0000e-15 2.0588e-14 4.5231e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15
4.5038e-04 4.7418e-11 9.9181e-14 4.8953e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15
8.8164e-06 5.6642e-13 3.1110e-14 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15
1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15
