# columns=rank, rows=iteration
2.6913e+01 8.8195e-01 4.0934e-02 2.9461e-03
1.2802e-01 5.1192e-06 1.2132e-07 8.6105e-09
1.1744e-03 7.4383e-11 1.2456e-12 8.8063e-14
1.3416e-05 1.5479e-14 2.1801e-17 1.5107e-18
1.3720e-07 3.7536e-17 1.4829e-18 1.2386e-19
1.2392e-09 8.2957e-18 3.2835e-20 2.3909e-21
8.9354e-12 0.0000e+00 0.0000e+00 0.0000e+00
4.6024e-14 0.0000e+00 0.0000e+00 0.0000e+00
2.2965e-16 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
