# columns=time, rows=iteration
2.9000e+02 3.7909e+02 4.3233e+02 3.3485e+02 1.7761e+02 4.3368e+02 4.2278e+02 3.4308e+02 2.7848e+02 3.4536e+02
0.0000e+00 1.6987e-05 5.4199e-04 4.8821e-04 2.0928e-06 2.6649e-06 5.3758e-03 1.3184e-05 1.8694e-04 6.2260e-06
0.0000e+00 0.0000e+00 2.4299e-10 7.9698e-09 1.2772e-11 2.2703e-12 4.3767e-11 1.6243e-08 9.7839e-11 3.3380e-11
0.0000e+00 0.0000e+00 0.0000e+00 7.3824e-14 5.3811e-14 9.5334e-14 8.0687e-14 3.7129e-14 1.1143e-13 1.0209e-13
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.2995e-15 2.9605e-14 3.7444e-14 4.7806e-14 1.9848e-14 1.6715e-14
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.9218e-15 2.6956e-14 1.3091e-14 1.4975e-15
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.2159e-14 5.4743e-16
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.3795e-16
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
