# columns=k, rows=iterations
2.7032e+00 2.3542e-03 1.1844e-03 1.1636e-03
2.6329e-02 3.8507e-08 1.3145e-08 1.2901e-08
2.9538e-04 8.7289e-12 2.2581e-13 2.3218e-13
3.0873e-06 3.8419e-14 3.8738e-14 3.8772e-14
2.7570e-08 7.7224e-14 1.0000e-15 1.0000e-15
1.9652e-10 1.0000e-15 1.0000e-15 1.0000e-15
9.9635e-13 1.0000e-15 1.0000e-15 1.0000e-15
5.8760e-15 1.0000e-15 1.0000e-15 1.0000e-15
1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15
1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15
1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15
1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15
1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15
1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15
1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15
1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15
1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15
1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15
1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15
1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15
1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15
1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15
1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15
1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15
1.0000e-15 1.0000e-15 1.0000e-15 1.0000e-15
