# columns=time, rows=iteration
4.5826e+01 2.1105e+01 2.1105e+01 2.1105e+01 2.1105e+01 2.1105e+01 2.1105e+01 2.1105e+01 2.1105e+01 2.1105e+01
0.0000e+00 6.9616e+01 1.2770e+02 5.9324e+01 1.3224e+00 6.9302e+01 1.2770e+02 5.9324e+01 1.3224e+00 6.9302e+01
0.0000e+00 0.0000e+00 2.6346e+00 2.2868e-03 1.3311e-02 2.2868e-03 1.3311e-02 2.2868e-03 1.3311e-02 2.2868e-03
0.0000e+00 0.0000e+00 0.0000e+00 1.0279e+00 3.9544e-06 2.3018e-05 3.9544e-06 2.3018e-05 3.9544e-06 2.3018e-05
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.0099e-01 6.8382e-09 3.9804e-08 6.8382e-09 3.9804e-08 6.8382e-09
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.5643e-01 1.1820e-11 6.8840e-11 1.1822e-11 6.8813e-11
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.1027e-02 8.2706e-14 1.6286e-13 1.2093e-13
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.3807e-02 4.9730e-14 5.1858e-14
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.2876e-03 3.3446e-14
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.6232e-03
