# columns=rank, rows=iteration
5.6477e-01 1.1455e-01 1.1580e-01 9.7625e-02 1.6983e-01 2.3555e-01 1.6452e-01 1.3285e-01 2.8283e-01 3.3308e-01 5.3152e-01 3.8999e-01 3.4431e-01 2.8455e-01 5.3555e-01 1.5918e-01 1.5204e-01 1.5434e-01 2.3214e-01 2.2028e-01
5.8716e-01 1.2861e-01 3.2549e-01 1.8333e-01 1.8186e-01 2.2253e-01 1.3159e-01 7.3998e-02 5.9692e-02 5.1236e-02 6.7459e-02 6.4770e-02 6.8604e-02 2.4455e-02 3.4476e-02 6.9020e-02 5.1275e-02 5.4024e-02 6.7782e-02 3.3990e-02
4.4240e-01 1.1020e-01 3.3317e-01 3.7195e-02 6.0940e-02 1.2353e-01 1.0807e-02 1.3228e-02 6.0637e-02 6.4030e-02 2.5130e-02 1.2388e-02 9.6202e-03 7.1433e-03 2.8788e-02 1.1744e-03 2.9547e-03 3.5442e-03 3.6935e-03 1.7622e-02
3.3848e-01 1.8733e-01 1.1051e-01 7.0478e-02 2.3572e-02 2.3776e-02 2.2068e-02 6.9023e-03 9.0179e-03 6.7090e-03 5.4091e-02 4.5730e-01 2.1923e+00 7.9814e+00 2.0357e+01 1.0279e+03 2.2976e+03 1.4007e+03 5.9869e+03 7.6199e+03
6.7743e-01 2.2739e-01 4.2598e-02 1.2925e-01 3.2233e-02 1.5292e-01 6.1556e-01 2.1524e+01 8.1223e+01 2.1072e+02 3.1810e+02 6.5639e+02 1.5073e+03 2.0181e+03 4.2281e+03 1.6620e+03 5.5660e+03 1.4226e+03 9.1144e+03 8.8320e+03
5.4369e-01 1.8298e-01 1.9834e-01 9.7434e-02 2.2973e+00 4.9685e+00 8.4624e+01 1.5163e+02 5.0072e+02 4.5619e+02 6.8094e+02 8.0881e+02 4.6064e+02 4.0024e+02 6.3698e+02 1.1589e+03 2.6459e+03 6.1077e+03 2.4674e+03 3.8308e+03
5.6744e-01 1.3231e-01 8.4707e-02 3.7737e-01 9.8122e+00 2.1231e+01 2.8869e+01 5.4815e+02 1.1502e+02 5.4918e+02 6.1825e+02 1.2961e+03 inf inf 1.0121e+06 1.5489e+04 7.2732e+03 inf 4.5487e+04 inf
4.0367e-01 1.3206e-01 2.5842e-01 1.9597e+00 1.1892e+02 2.3282e+01 3.7237e+01 4.2147e+01 inf 1.1720e+02 5.1787e+04 inf inf inf inf inf inf inf inf inf
4.0776e-01 9.1757e-02 5.8645e+00 8.9661e+00 inf inf inf inf inf 1.3443e+04 inf inf inf inf inf inf inf inf inf inf
inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf inf
