9.5992e-03 4.7162e+01 a
1.6876e-02 1.8217e+01 a
2.4126e-02 7.1063e+00 a
3.1381e-02 2.7723e+00 a
3.8606e-02 1.0815e+00 a
4.6037e-02 4.2191e-01 a
5.3260e-02 1.6459e-01 a
6.0805e-02 6.4211e-02 a
6.8044e-02 2.5049e-02 a
7.5261e-02 1.0000e-15 a
1.6162e-02 4.0201e+01 b
2.3363e-02 2.2499e-01 b
3.0730e-02 8.0660e-03 b
3.7914e-02 2.8919e-04 b
4.5114e-02 1.0368e-05 b
5.2367e-02 3.7174e-07 b
5.9606e-02 1.3328e-08 b
6.6850e-02 4.7784e-10 b
7.4101e-02 1.7121e-11 b
8.1345e-02 7.5981e-15 b
1.6968e-02 4.0200e+01 c
2.4257e-02 2.9762e-03 c
3.1551e-02 5.1440e-06 c
3.8826e-02 8.8952e-09 c
4.6096e-02 1.5378e-11 c
5.3324e-02 3.9129e-14 c
6.0559e-02 3.0186e-14 c
6.7980e-02 3.0186e-14 c
7.5503e-02 3.0186e-14 c
8.2875e-02 3.0186e-14 c
1.6401e-02 4.0200e+01 d
2.3662e-02 9.4477e-05 d
3.0930e-02 7.1956e-09 d
3.8175e-02 5.4818e-13 d
4.5388e-02 3.0186e-14 d
5.2778e-02 3.0186e-14 d
6.0329e-02 3.0186e-14 d
6.7545e-02 3.0186e-14 d
7.4760e-02 3.0186e-14 d
8.2018e-02 3.0186e-14 d
