1.6375e-02 1.2772e+02 a
2.5738e-02 2.3980e+00 a
3.1676e-02 9.3554e-01 a
3.7372e-02 3.6497e-01 a
4.3406e-02 1.4238e-01 a
4.9518e-02 5.5544e-02 a
5.5728e-02 2.1669e-02 a
6.1815e-02 8.4533e-03 a
7.0003e-02 3.2977e-03 a
7.6441e-02 4.8459e-15 a
2.7657e-02 1.2772e+02 b
3.9690e-02 3.6497e-01 b
5.1741e-02 5.5544e-02 b
6.3930e-02 8.4533e-03 b
7.5919e-02 1.2865e-03 b
8.7951e-02 1.9579e-04 b
1.0004e-01 2.9797e-05 b
1.1209e-01 4.5348e-06 b
1.2434e-01 6.9016e-07 b
1.3643e-01 7.5860e-14 b
5.4040e-02 8.0209e-01 c
7.8136e-02 8.4533e-03 c
1.0211e-01 1.9579e-04 c
1.2591e-01 4.5348e-06 c
1.4968e-01 1.0503e-07 c
1.7355e-01 2.4328e-09 c
1.9726e-01 5.6358e-11 c
2.2136e-01 1.3336e-12 c
2.4521e-01 4.9856e-14 c
2.6883e-01 1.0000e-15 c
1.0718e-01 7.0734e-01 d
1.5487e-01 4.5348e-06 d
2.0210e-01 2.4328e-09 d
2.5013e-01 1.2892e-12 d
2.9766e-01 2.1319e-13 d
3.4523e-01 5.0148e-13 d
3.9356e-01 3.4677e-13 d
4.4140e-01 1.3141e-13 d
4.8873e-01 2.8521e-13 d
5.3626e-01 1.0000e-15 d
