# columns=time, rows=iteration
4.5826e+01 9.3074e+01 1.4896e+02 8.1439e+01 2.1514e+01 9.1193e+01 1.4888e+02 8.0725e+01 2.1301e+01 8.9670e+01
0.0000e+00 1.2941e+00 1.7543e+00 3.0264e+00 1.2893e+00 4.3476e-01 3.5178e+00 2.3740e+00 1.2601e+00 3.3924e+00
0.0000e+00 0.0000e+00 7.2345e-02 3.4084e-02 1.3913e-01 2.1014e-02 3.0711e-02 1.9185e-01 1.1224e-01 1.4451e-01
0.0000e+00 0.0000e+00 0.0000e+00 4.2387e-03 1.9002e-03 9.5175e-03 3.3447e-03 2.1371e-03 1.3499e-02 1.1052e-02
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.5881e-04 1.5734e-04 5.4342e-04 2.7745e-04 1.9704e-04 1.0308e-03
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.5755e-05 6.9449e-06 2.7160e-05 6.6242e-06 1.5615e-05
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.0661e-07 3.3110e-07 2.1568e-06 8.7695e-07
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.8512e-08 1.8835e-08 1.6000e-07
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.5624e-09 1.3055e-09
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.6203e-10
