# columns=k, rows=iterations
5.1926e+02 5.2475e+02 5.2714e+02 5.3159e+02
7.7854e+02 7.8450e+02 7.8656e+02 7.9156e+02
1.0379e+03 1.0445e+03 1.0455e+03 1.0516e+03
1.2965e+03 1.3037e+03 1.3052e+03 1.3122e+03
1.5545e+03 1.5636e+03 1.5656e+03 1.5729e+03
1.8146e+03 1.8219e+03 1.8260e+03 1.8336e+03
2.0739e+03 2.0807e+03 2.0849e+03 2.0932e+03
2.3325e+03 2.3403e+03 2.3441e+03 2.3522e+03
2.5910e+03 2.5990e+03 2.6045e+03 2.6111e+03
2.8496e+03 2.8594e+03 2.8642e+03 2.8710e+03
3.1082e+03 3.1186e+03 3.1244e+03 3.1309e+03
3.3667e+03 3.3780e+03 3.3847e+03 3.3925e+03
3.6254e+03 3.6371e+03 3.6421e+03 3.6532e+03
3.8841e+03 3.8957e+03 3.8995e+03 3.9127e+03
4.1419e+03 4.1541e+03 4.1571e+03 4.1716e+03
4.4009e+03 4.4125e+03 4.4154e+03 4.4305e+03
4.6600e+03 4.6709e+03 4.6745e+03 4.6900e+03
4.9194e+03 4.9295e+03 4.9347e+03 4.9491e+03
5.1793e+03 5.1896e+03 5.1953e+03 5.2082e+03
5.4392e+03 5.4490e+03 5.4542e+03 5.4670e+03
5.6988e+03 5.7093e+03 5.7128e+03 5.7259e+03
5.9579e+03 5.9679e+03 5.9727e+03 5.9852e+03
6.2173e+03 6.2264e+03 6.2335e+03 6.2446e+03
6.4763e+03 6.4847e+03 6.4932e+03 6.5038e+03
6.7344e+03 6.7444e+03 6.7523e+03 6.7629e+03
6.9914e+03 7.0047e+03 7.0112e+03 7.0214e+03
