4.3619e-02 1.4884e+02 a
6.5612e-02 1.4881e+02 a
8.7469e-02 1.4880e+02 a
1.0938e-01 1.4880e+02 a
1.3160e-01 1.4880e+02 a
1.5359e-01 1.4880e+02 a
1.7541e-01 1.4880e+02 a
1.9730e-01 8.9978e+01 a
2.1920e-01 2.1105e+01 a
2.4171e-01 2.0484e-14 a
4.5363e-02 1.3029e+01 b
6.7294e-02 6.2731e+00 b
8.9623e-02 2.7632e+00 b
1.1171e-01 1.7312e+00 b
1.3406e-01 7.3930e-01 b
1.5597e-01 3.7029e-01 b
1.7790e-01 2.2337e-01 b
1.9983e-01 8.7040e-02 b
2.2165e-01 4.9371e-02 b
2.4389e-01 1.0000e-15 b
4.5671e-02 2.1402e+00 c
6.7544e-02 1.6470e-01 c
8.9437e-02 7.8328e-03 c
1.1137e-01 1.5448e-03 c
1.3369e-01 1.8132e-04 c
1.5542e-01 1.5138e-05 c
1.7722e-01 1.6186e-06 c
1.9911e-01 2.3957e-07 c
2.2098e-01 1.1125e-08 c
2.4327e-01 1.0000e-15 c
4.5572e-02 2.9046e+00 d
6.7467e-02 5.9117e-02 d
8.9493e-02 2.5101e-03 d
1.1129e-01 5.5467e-05 d
1.3347e-01 1.6359e-06 d
1.5539e-01 7.8916e-08 d
1.7739e-01 1.6157e-09 d
1.9924e-01 4.6606e-11 d
2.2110e-01 6.1477e-13 d
2.4305e-01 1.0000e-15 d
4.5615e-02 1.4121e+00 e
6.7384e-02 8.8284e-03 e
8.9282e-02 2.6662e-05 e
1.1110e-01 3.1306e-07 e
1.3339e-01 1.8355e-09 e
1.5513e-01 1.0885e-11 e
1.7695e-01 5.6353e-14 e
1.9879e-01 4.9428e-14 e
2.2078e-01 5.1023e-14 e
2.4250e-01 1.0000e-15 e
4.5476e-02 2.6993e-01 f
6.7354e-02 1.6393e-03 f
8.9413e-02 2.4703e-06 f
1.1119e-01 4.4469e-09 f
1.3341e-01 1.5150e-11 f
1.5527e-01 9.5080e-14 f
1.7723e-01 7.0118e-14 f
1.9912e-01 6.3520e-14 f
2.2098e-01 5.1023e-14 f
2.4287e-01 1.0000e-15 f
