# columns=time slice, rows=singular values
1.1047e-01 2.7426e-01 2.8295e-01 1.0472e-01 1.9212e-01 2.8258e-01 2.0547e-01 2.2515e-01 1.5202e-01 2.3284e-01
1.1484e-02 9.0101e-02 9.0363e-02 1.0879e-02 3.8211e-02 1.0152e-01 4.8581e-02 6.1320e-02 1.7575e-02 6.7006e-02
6.8131e-03 4.6946e-02 4.9353e-02 6.0086e-03 2.6251e-02 5.0272e-02 2.9602e-02 3.4857e-02 1.7173e-02 3.6853e-02
1.6591e-03 2.0004e-02 2.7792e-02 1.5876e-03 4.6643e-03 2.5922e-02 6.3892e-03 9.6577e-03 2.5227e-03 1.0699e-02
3.5308e-04 1.0013e-02 9.1786e-03 3.1218e-04 3.2620e-03 1.1254e-02 4.5067e-03 6.6615e-03 9.9784e-04 7.4498e-03
2.1936e-04 6.7337e-03 5.3398e-03 1.7655e-04 2.7825e-03 7.1706e-03 3.1767e-03 4.0423e-03 9.5007e-04 4.2533e-03
1.2848e-04 3.2591e-03 4.5499e-03 1.2017e-04 6.0644e-04 4.1591e-03 8.8527e-04 1.5557e-03 1.9212e-04 1.7207e-03
5.7073e-05 1.8145e-03 2.9358e-03 5.0312e-05 3.2477e-04 2.2350e-03 4.8797e-04 7.7208e-04 1.6699e-04 9.3199e-04
1.5321e-05 9.9618e-04 1.1228e-03 1.4341e-05 2.9756e-04 1.2168e-03 4.4562e-04 7.2126e-04 6.5753e-05 7.9154e-04
1.2122e-05 9.2592e-04 8.1390e-04 9.9976e-06 2.3375e-04 1.1582e-03 2.4134e-04 3.2321e-04 6.1706e-05 3.3290e-04
8.8677e-06 6.5193e-04 3.6716e-04 6.9284e-06 4.8804e-05 3.3039e-04 1.0472e-04 1.3395e-04 1.3879e-05 2.3058e-04
