0.0 0.00000 0.00000
0.02 0.00000 0.00000
0.04 0.00000 0.00000
0.06 0.00000 0.00000
0.08 0.00000 0.00000
0.1 0.00000 0.00000
0.12 0.00000 0.00000
0.14 0.00000 0.00000
0.16 0.00000 0.00000
0.18 0.00000 0.00000
0.2 0.00000 0.00000
0.22 0.00000 0.00000
0.24 0.00000 0.00000
0.26 0.00000 0.00000
0.28 0.00000 0.00000
0.3 0.00000 0.00000
0.32 0.00000 0.00000
0.34 0.00000 0.00000
0.36 0.00000 0.00000
0.38 0.00000 0.00000
0.4 0.00000 0.00000
0.42 0.00000 0.00000
0.44 0.00000 0.00000
0.46 0.00000 0.00000
0.48 0.00000 0.00000
0.5 0.00000 0.00000
0.52 0.00000 0.00000
0.54 0.00000 0.00000
0.56 0.00000 0.00000
0.58 0.00000 0.00000
0.6 0.00000 10.00000
0.62 0.00000 10.00000
0.64 0.00000 10.00000
0.66 0.00000 10.00000
0.68 0.00000 10.00000
0.7 0.00000 10.00000
0.72 0.00000 10.00000
0.74 0.00000 10.00000
0.76 0.00000 10.00000
0.78 0.00000 10.00000
0.8 0.00000 10.00000
0.82 0.00000 0.00000
0.84 0.00000 0.00000
0.86 0.00000 0.00000
0.88 0.00000 0.00000
0.9 0.00000 0.00000
0.92 0.00000 0.00000
0.94 0.00000 0.00000
0.96 0.00000 0.00000
0.98 0.00000 0.00000
1.0 0.00000 0.00000

0.0 0.02000 0.69524
0.02 0.02000 0.69290
0.04 0.02000 0.68641
0.06 0.02000 0.67650
0.08 0.02000 0.66394
0.1 0.02000 0.64951
0.12 0.02000 0.63402
0.14 0.02000 0.61828
0.16 0.02000 0.60316
0.18 0.02000 0.58952
0.2 0.02000 0.57828
0.22 0.02000 0.57040
0.24 0.02000 0.56689
0.26 0.02000 0.56884
0.28 0.02000 0.57742
0.3 0.02000 0.59395
0.32 0.02000 0.61989
0.34 0.02000 0.65694
0.36 0.02000 0.70711
0.38 0.02000 0.77281
0.4 0.02000 0.85708
0.42 0.02000 0.96377
0.44 0.02000 1.09792
0.46 0.02000 1.26627
0.48 0.02000 1.47803
0.5 0.02000 1.74594
0.52 0.02000 2.08782
0.54 0.02000 2.52839
0.56 0.02000 3.10054
0.58 0.02000 3.84213
0.6 0.02000 4.77421
0.62 0.02000 5.84657
0.64 0.02000 6.93682
0.66 0.02000 7.87982
0.68 0.02000 8.48990
0.7 0.02000 8.63309
0.72 0.02000 8.30197
0.74 0.02000 7.60154
0.76 0.02000 6.67775
0.78 0.02000 5.66920
0.8 0.02000 4.69409
0.82 0.02000 3.84928
0.84 0.02000 3.18041
0.86 0.02000 2.67283
0.88 0.02000 2.29510
0.9 0.02000 2.01832
0.92 0.02000 1.81981
0.94 0.02000 1.68270
0.96 0.02000 1.59462
0.98 0.02000 1.54649
1.0 0.02000 1.53165

0.0 0.04000 2.02873
0.02 0.04000 2.02358
0.04 0.04000 2.00881
0.06 0.04000 1.98547
0.08 0.04000 1.95469
0.1 0.04000 1.91770
0.12 0.04000 1.87582
0.14 0.04000 1.83043
0.16 0.04000 1.78303
0.18 0.04000 1.73518
0.2 0.04000 1.68854
0.22 0.04000 1.64489
0.24 0.04000 1.60609
0.26 0.04000 1.57418
0.28 0.04000 1.55129
0.3 0.04000 1.53977
0.32 0.04000 1.54218
0.34 0.04000 1.56133
0.36 0.04000 1.60040
0.38 0.04000 1.66301
0.4 0.04000 1.75337
0.42 0.04000 1.87649
0.44 0.04000 2.03850
0.46 0.04000 2.24704
0.48 0.04000 2.51186
0.5 0.04000 2.84566
0.52 0.04000 3.26482
0.54 0.04000 3.78954
0.56 0.04000 4.44046
0.58 0.04000 5.22505
0.6 0.04000 6.10497
0.62 0.04000 6.96036
0.64 0.04000 7.61758
0.66 0.04000 7.95419
0.68 0.04000 7.96305
0.7 0.04000 7.72014
0.72 0.04000 7.32314
0.74 0.04000 6.85449
0.76 0.04000 6.37137
0.78 0.04000 5.90877
0.8 0.04000 5.48576
0.82 0.04000 5.11108
0.84 0.04000 4.78723
0.86 0.04000 4.51326
0.88 0.04000 4.28646
0.9 0.04000 4.10345
0.92 0.04000 3.96067
0.94 0.04000 3.85471
0.96 0.04000 3.78242
0.98 0.04000 3.74092
1.0 0.04000 3.72763

0.0 0.06000 3.75386
0.02 0.06000 3.74629
0.04 0.06000 3.72402
0.06 0.06000 3.68780
0.08 0.06000 3.63859
0.1 0.06000 3.57753
0.12 0.06000 3.50596
0.14 0.06000 3.42543
0.16 0.06000 3.33767
0.18 0.06000 3.24466
0.2 0.06000 3.14859
0.22 0.06000 3.05193
0.24 0.06000 2.95744
0.26 0.06000 2.86822
0.28 0.06000 2.78778
0.3 0.06000 2.72008
0.32 0.06000 2.66970
0.34 0.06000 2.64194
0.36 0.06000 2.64306
0.38 0.06000 2.68055
0.4 0.06000 2.76362
0.42 0.06000 2.90372
0.44 0.06000 3.11546
0.46 0.06000 3.41749
0.48 0.06000 3.83292
0.5 0.06000 4.38665
0.52 0.06000 5.09307
0.54 0.06000 5.92784
0.56 0.06000 6.80197
0.58 0.06000 7.58630
0.6 0.06000 8.17899
0.62 0.06000 8.54386
0.64 0.06000 8.69951
0.66 0.06000 8.69060
0.68 0.06000 8.56571
0.7 0.06000 8.36647
0.72 0.06000 8.12468
0.74 0.06000 7.86312
0.76 0.06000 7.59753
0.78 0.06000 7.33851
0.8 0.06000 7.09311
0.82 0.06000 6.86595
0.84 0.06000 6.65999
0.86 0.06000 6.47709
0.88 0.06000 6.31835
0.9 0.06000 6.18435
0.92 0.06000 6.07529
